receipt_id,transaction_id,date_in,time_in,date_out,time_out,received_by,customer,num_pairs,num_released,branch,branch_loc,total,amount_paid,remaining_balance,payment_status,notes,misc_code
2025-004-SMGRND,20250517-VAL-004,17-05-2025,08:53,2025/05/19,05:53 AM,John D.,Christine Joy,3,1,VAL,,2550.0,1275.0,1275.0,Partial,,
2025-005-SMGR,20250517-VAL-005,17-05-2025,09:43,2025/05/17,05:43 PM,John D.,Juan Dela Cruz,1,0,VAL,,1625.0,812.5,812.5,Partial,,
2025-001-SMGRND,20250517-SMG-001,17-05-2025,03:32,2025/05/19,12:32 AM,Liza M.,Christine Joy,3,2,SM Grand Branch,SM Grand Central,900.0,450.0,450.0,Partial,,
2025-002-SMGRND,20250517-SMG-002,17-05-2025,04:24,2025/05/20,02:24 PM,John D.,Mark Anthony,4,3,SM Grand Branch  ,SM Grand Central,1745.68,872.84,872.84,Partial,,
2025-003-SMGR,20250517-SMG-003,17-05-2025,02:33,2025/05/19,02:33 PM,Alex R.,Juan Dela Cruz,1,4,SM Grand Branch,SM Grand Central,3500.0,1750.0,1750.0,Partial,,
2025-004-SMGRA,20250517-SMG-004,17-05-2025,04:40,2025/05/18,11:40 PM,Maria S.,Pedro Santos,3,5,SM Grand Branch,SM Grand Central,650.0,325.0,325.0,Partial,,
2025-005-SMGRND,20250517-SMG-005,17-05-2025,05:12,2025/05/20,01:12 AM,Liza M.,Mark Anthony,2,4,SM Grand Branch,SM Grand Central,700.0,350.0,350.0,Partial,,1950.0
2025-001-SMVALZ,20250518-SMV-001,18-05-2025,01:23,2025/05/20,10:23 AM,Maria S.,Mark Anthony,4,0,Valenzuela Branch,Valenzuela City,437.28,218.64,218.64,Partial,,1172.0
2025-002-VALEN,20250518-SMV-002,18-05-2025,08:31,2025/05/19,01:31 AM,Alex R.,Pedro Santos,5,3,Valenzuela Branch,Valenzuela City,325.0,162.5,162.5,Partial,,
2025-003-VALEN,20250518-SMV-003,18-05-2025,02:14,2025/05/20,03:14 AM,Alex R.,Juan Dela Cruz,1,0,Valenzuela Branch,Valenzuela City,700.0,350.0,350.0,Partial,,
2025-004-SMVAL,20250518-SMV-004,18-05-2025,08:59,2025/05/19,07:59 PM,Alex R.,Christine Joy,5,3,Valenzuela Branch  ,Valenzuela City,325.0,162.5,162.5,Partial,,
2025-005-SMVAL,20250518-SMV-005,18-05-2025,05:13,2025/05/19,04:13 AM,John D.,Juan Dela Cruz,2,3,Valenzuela Branch  ,Valenzuela City,2800.0,1400.0,1400.0,Partial,Check packaging,
2025-001-SMGRND,20250518-VAL-001,18-05-2025,08:16,2025/05/21,06:16 AM,Liza M.,Juan Dela Cruz,5,5,VAL,,1025.0,512.5,512.5,Partial,,1902.0
2025-002-SMGRND,20250518-VAL-002,18-05-2025,09:14,2025/05/20,08:14 AM,John D.,Pedro Santos,3,5,VAL  ,,575.0,287.5,287.5,Partial,,
2025-003-SMGR,20250518-VAL-003,18-05-2025,09:16,2025/05/20,09:16 AM,Liza M.,Anna Mae,2,2,VAL,,877.3,438.65,438.65,Partial,,3596.0
2025-004-SMGRND,20250518-VAL-004,18-05-2025,09:10,2025/05/19,08:10 PM,Maria S.,Christine Joy,3,1,VAL,,1375.0,687.5,687.5,Partial,,
2025-005-SMGRND,20250518-VAL-005,18-05-2025,08:15,2025/05/20,06:15 AM,Maria S.,Anna Mae,4,1,VAL,,3500.0,1750.0,1750.0,Partial,,
2025-006-SMGRND,20250518-VAL-006,18-05-2025,00:25,2025/05/20,06:25 PM,Liza M.,Mark Anthony,3,4,VAL,,992.76,496.38,496.38,Partial,,
2025-007-SMGRND,20250518-VAL-007,18-05-2025,03:45,2025/05/19,07:45 AM,Maria S.,Juan Dela Cruz,3,1,VAL,,1150.0,575.0,575.0,Partial,,
2025-001-SMGR,20250518-SMG-001,18-05-2025,03:34,2025/05/19,08:34 PM,Maria S.,Pedro Santos,4,0,SM Grand Branch  ,SM Grand Central,518.38,259.19,259.19,Partial,,
2025-002-SMGRA,20250518-SMG-002,18-05-2025,00:20,2025/05/20,09:20 AM,Maria S.,Pedro Santos,4,4,SM Grand Branch,SM Grand Central,1150.0,575.0,575.0,Partial,,
2025-003-SMGR,20250518-SMG-003,18-05-2025,02:19,2025/05/18,04:19 PM,Alex R.,Mark Anthony,5,5,SM Grand Branch,SM Grand Central,2350.0,1175.0,1175.0,Partial,,
2025-004-SMGRND,20250518-SMG-004,18-05-2025,05:03,2025/05/19,02:03 PM,Maria S.,Christine Joy,2,2,SM Grand Branch  ,SM Grand Central,590.88,295.44,295.44,Partial,Check packaging,
2025-005-SMGRA,20250518-SMG-005,18-05-2025,02:28,2025/05/20,04:28 AM,John D.,Juan Dela Cruz,5,5,SM Grand Branch,SM Grand Central,2300.0,1150.0,1150.0,Partial,,
2025-006-SMGRA,20250518-SMG-006,18-05-2025,06:22,2025/05/19,09:22 AM,Alex R.,Pedro Santos,3,2,SM Grand Branch,SM Grand Central,1254.02,627.01,627.01,Partial,,
2025-001-SMVALZ,20250519-SMV-001,19-05-2025,04:26,2025/05/20,01:26 AM,John D.,Mark Anthony,1,5,Valenzuela Branch,Valenzuela City,575.0,287.5,287.5,Partial,,
2025-002-VALEN,20250519-SMV-002,19-05-2025,04:21,2025/05/21,01:21 AM,Liza M.,Mark Anthony,2,4,Valenzuela Branch,Valenzuela City,1275.0,637.5,637.5,Partial,,7292.0
2025-003-SMVAL,20250519-SMV-003,19-05-2025,03:52,2025/05/21,05:52 PM,John D.,Pedro Santos,4,3,Valenzuela Branch,Valenzuela City,1400.0,700.0,700.0,Partial,,
2025-004-SMVAL,20250519-SMV-004,19-05-2025,05:33,2025/05/19,01:33 PM,John D.,Pedro Santos,5,2,Valenzuela Branch  ,Valenzuela City,1725.0,862.5,862.5,Partial,Check packaging,
2025-005-SMVALZ,20250519-SMV-005,19-05-2025,05:34,2025/05/19,09:34 AM,Maria S.,Anna Mae,3,3,Valenzuela Branch,Valenzuela City,1298.8,649.4,649.4,Partial,,
2025-006-SMVAL,20250519-SMV-006,19-05-2025,07:04,2025/05/20,01:04 PM,Maria S.,Pedro Santos,5,5,Valenzuela Branch,Valenzuela City,1547.52,773.76,773.76,Partial,,
2025-007-SMVAL,20250519-SMV-007,19-05-2025,07:26,2025/05/20,04:26 AM,Alex R.,Mark Anthony,3,1,Valenzuela Branch,Valenzuela City,450.0,225.0,225.0,Partial,,1572.0
2025-001-SMGRA,20250519-VAL-001,19-05-2025,01:03,2025/05/20,10:03 AM,John D.,Pedro Santos,2,1,VAL  ,,1025.0,512.5,512.5,Partial,,
2025-002-SMGR,20250519-VAL-002,19-05-2025,09:26,2025/05/21,02:26 AM,Liza M.,Mark Anthony,2,0,VAL,,2050.0,1025.0,1025.0,Partial,,
2025-003-SMGRA,20250519-VAL-003,19-05-2025,04:16,2025/05/21,01:16 PM,Maria S.,Christine Joy,5,5,VAL,,1150.0,575.0,575.0,Partial,,
2025-004-SMGR,20250519-VAL-004,19-05-2025,03:14,2025/05/22,09:14 PM,Maria S.,Juan Dela Cruz,1,5,VAL,,325.0,162.5,162.5,Partial,,5299.0
2025-005-SMGRA,20250519-VAL-005,19-05-2025,09:04,2025/05/21,07:04 AM,John D.,Juan Dela Cruz,1,1,VAL,,2100.0,1050.0,1050.0,Partial,,
2025-006-SMGRA,20250519-VAL-006,19-05-2025,04:09,2025/05/19,06:09 PM,Maria S.,Anna Mae,2,3,VAL,,550.0,275.0,275.0,Partial,Check packaging,
2025-007-SMGR,20250519-VAL-007,19-05-2025,03:54,2025/05/21,09:54 PM,Maria S.,Juan Dela Cruz,5,4,VAL,,247.34,123.67,123.67,Partial,,
2025-001-SMGRA,20250519-SMG-001,19-05-2025,04:45,2025/05/20,05:45 PM,John D.,Anna Mae,2,4,SM Grand Branch,SM Grand Central,1025.0,512.5,512.5,Partial,,
2025-002-SMGR,20250519-SMG-002,19-05-2025,03:10,2025/05/19,11:10 AM,Liza M.,Pedro Santos,2,5,SM Grand Branch,SM Grand Central,700.0,350.0,350.0,Partial,,
2025-003-SMGRND,20250519-SMG-003,19-05-2025,09:49,2025/05/20,02:49 AM,Alex R.,Anna Mae,2,1,SM Grand Branch  ,SM Grand Central,385.32,192.66,192.66,Partial,,
2025-004-SMGRND,20250519-SMG-004,19-05-2025,02:49,2025/05/19,02:49 PM,Alex R.,Juan Dela Cruz,5,0,SM Grand Branch,SM Grand Central,1951.88,975.94,975.94,Partial,,2818.0
2025-005-SMGRND,20250519-SMG-005,19-05-2025,05:58,2025/05/19,05:58 PM,Maria S.,Christine Joy,3,2,SM Grand Branch,SM Grand Central,2050.0,1025.0,1025.0,Partial,,
2025-006-SMGRA,20250519-SMG-006,19-05-2025,03:30,2025/05/21,06:30 PM,Alex R.,Pedro Santos,1,4,SM Grand Branch,SM Grand Central,2100.0,1050.0,1050.0,Partial,,7454.0
2025-001-VALEN,20250520-SMV-001,20-05-2025,01:25,2025/05/20,12:25 PM,Liza M.,Pedro Santos,3,0,Valenzuela Branch,Valenzuela City,325.0,162.5,162.5,Partial,,2440.0
2025-002-VALEN,20250520-SMV-002,20-05-2025,09:04,2025/05/21,10:04 AM,Alex R.,Juan Dela Cruz,4,5,Valenzuela Branch,Valenzuela City,987.88,493.94,493.94,Partial,,
2025-003-VALEN,20250520-SMV-003,20-05-2025,05:16,2025/05/21,06:16 PM,Maria S.,Mark Anthony,2,2,Valenzuela Branch,Valenzuela City,629.88,314.94,314.94,Partial,,
2025-004-SMVALZ,20250520-SMV-004,20-05-2025,01:15,2025/05/20,06:15 PM,John D.,Pedro Santos,4,0,Valenzuela Branch,Valenzuela City,2550.0,1275.0,1275.0,Partial,,
2025-005-SMVALZ,20250520-SMV-005,20-05-2025,05:03,2025/05/21,07:03 AM,Alex R.,Christine Joy,2,2,Valenzuela Branch,Valenzuela City,1150.0,575.0,575.0,Partial,,
2025-001-SMGR,20250520-VAL-001,20-05-2025,03:53,2025/05/22,08:53 AM,Liza M.,Juan Dela Cruz,4,3,VAL,,2350.0,1175.0,1175.0,Partial,,
2025-002-SMGRND,20250520-VAL-002,20-05-2025,05:43,2025/05/21,06:43 PM,Maria S.,Christine Joy,1,3,VAL,,2750.0,1375.0,1375.0,Partial,,
2025-003-SMGRA,20250520-VAL-003,20-05-2025,04:58,2025/05/22,01:58 AM,Maria S.,Mark Anthony,1,2,VAL,,1250.0,625.0,625.0,Partial,,
2025-004-SMGRND,20250520-VAL-004,20-05-2025,09:25,2025/05/22,02:25 PM,John D.,Anna Mae,3,4,VAL,,1175.0,587.5,587.5,Partial,,
2025-005-SMGRA,20250520-VAL-005,20-05-2025,09:39,2025/05/23,07:39 AM,John D.,Anna Mae,2,3,VAL,,3500.0,1750.0,1750.0,Partial,,
2025-006-SMGRA,20250520-VAL-006,20-05-2025,06:29,2025/05/22,01:29 AM,Maria S.,Christine Joy,2,1,VAL,,355.7,177.85,177.85,Partial,,
2025-007-SMGRND,20250520-VAL-007,20-05-2025,01:27,2025/05/20,10:27 PM,Liza M.,Mark Anthony,4,4,VAL,,435.58,217.79,217.79,Partial,,
2025-001-SMGRND,20250520-SMG-001,20-05-2025,06:58,2025/05/21,02:58 AM,John D.,Juan Dela Cruz,1,2,SM Grand Branch  ,SM Grand Central,1150.0,575.0,575.0,Partial,,
2025-002-SMGRA,20250520-SMG-002,20-05-2025,03:24,2025/05/21,04:24 AM,Maria S.,Anna Mae,4,1,SM Grand Branch  ,SM Grand Central,417.52,208.76,208.76,Partial,,
2025-003-SMGRND,20250520-SMG-003,20-05-2025,00:27,2025/05/20,10:27 PM,Alex R.,Juan Dela Cruz,5,2,SM Grand Branch,SM Grand Central,1400.0,700.0,700.0,Partial,,
2025-004-SMGRND,20250520-SMG-004,20-05-2025,08:23,2025/05/20,08:23 AM,John D.,Pedro Santos,4,2,SM Grand Branch,SM Grand Central,871.92,435.96,435.96,Partial,,
2025-005-SMGRA,20250520-SMG-005,20-05-2025,00:11,2025/05/22,06:11 PM,Alex R.,Mark Anthony,3,3,SM Grand Branch,SM Grand Central,1265.86,632.93,632.93,Partial,Check packaging,
2025-006-SMGRA,20250520-SMG-006,20-05-2025,04:04,2025/05/20,01:04 AM,Liza M.,Mark Anthony,2,2,SM Grand Branch  ,SM Grand Central,1175.0,587.5,587.5,Partial,,
2025-007-SMGR,20250520-SMG-007,20-05-2025,07:11,2025/05/22,10:11 PM,Liza M.,Mark Anthony,5,2,SM Grand Branch,SM Grand Central,900.0,450.0,450.0,Partial,,
2025-001-SMVAL,20250521-SMV-001,21-05-2025,08:52,2025/05/22,09:52 PM,Alex R.,Mark Anthony,5,2,Valenzuela Branch,Valenzuela City,3750.0,1875.0,1875.0,Partial,,
2025-002-SMVALZ,20250521-SMV-002,21-05-2025,06:35,2025/05/22,07:35 PM,Maria S.,Anna Mae,3,4,Valenzuela Branch  ,Valenzuela City,795.84,397.92,397.92,Partial,,
2025-003-VALEN,20250521-SMV-003,21-05-2025,01:59,2025/05/23,05:59 AM,John D.,Mark Anthony,2,4,Valenzuela Branch,Valenzuela City,800.0,400.0,400.0,Partial,,
2025-004-SMVALZ,20250521-SMV-004,21-05-2025,02:14,2025/05/21,09:14 PM,Alex R.,Pedro Santos,4,5,Valenzuela Branch,Valenzuela City,1150.0,575.0,575.0,Partial,,
2025-005-SMVALZ,20250521-SMV-005,21-05-2025,02:27,2025/05/22,11:27 PM,John D.,Juan Dela Cruz,4,3,Valenzuela Branch  ,Valenzuela City,1532.24,766.12,766.12,Partial,Check packaging,8666.0
2025-001-SMGRA,20250521-VAL-001,21-05-2025,09:45,2025/05/23,10:45 PM,John D.,Christine Joy,3,1,VAL  ,,738.32,369.16,369.16,Partial,,
2025-002-SMGR,20250521-VAL-002,21-05-2025,00:35,2025/05/23,09:35 PM,Liza M.,Mark Anthony,5,2,VAL,,3450.0,1725.0,1725.0,Partial,,
2025-003-SMGRND,20250521-VAL-003,21-05-2025,07:19,2025/05/23,04:19 PM,Alex R.,Pedro Santos,3,0,VAL,,1750.0,875.0,875.0,Partial,,5938.0
2025-004-SMGRND,20250521-VAL-004,21-05-2025,04:05,2025/05/23,07:05 PM,John D.,Christine Joy,4,2,VAL,,922.32,461.16,461.16,Partial,,
2025-005-SMGR,20250521-VAL-005,21-05-2025,03:37,2025/05/23,12:37 PM,Maria S.,Pedro Santos,5,1,VAL  ,,619.66,309.83,309.83,Partial,,
2025-006-SMGRND,20250521-VAL-006,21-05-2025,08:27,2025/05/23,06:27 AM,John D.,Christine Joy,1,3,VAL  ,,2300.0,1150.0,1150.0,Partial,,
2025-007-SMGR,20250521-VAL-007,21-05-2025,00:37,2025/05/23,03:37 PM,Alex R.,Anna Mae,5,0,VAL,,925.0,462.5,462.5,Partial,,
2025-001-SMGRND,20250521-SMG-001,21-05-2025,07:52,2025/05/22,06:52 PM,John D.,Christine Joy,5,4,SM Grand Branch,SM Grand Central,900.0,450.0,450.0,Partial,Check packaging,
2025-002-SMGR,20250521-SMG-002,21-05-2025,02:29,2025/05/24,09:29 PM,Alex R.,Anna Mae,1,4,SM Grand Branch,SM Grand Central,2750.0,1375.0,1375.0,Partial,,
2025-003-SMGRND,20250521-SMG-003,21-05-2025,06:55,2025/05/22,09:55 AM,John D.,Mark Anthony,5,5,SM Grand Branch,SM Grand Central,650.0,325.0,325.0,Partial,,
2025-004-SMGR,20250521-SMG-004,21-05-2025,03:06,2025/05/23,09:06 PM,Maria S.,Mark Anthony,4,0,SM Grand Branch,SM Grand Central,428.04,214.02,214.02,Partial,,
2025-005-SMGRA,20250521-SMG-005,21-05-2025,08:42,2025/05/22,08:42 AM,Alex R.,Juan Dela Cruz,1,1,SM Grand Branch  ,SM Grand Central,1275.0,637.5,637.5,Partial,,
2025-001-VALEN,20250522-SMV-001,22-05-2025,09:24,2025/05/23,10:24 AM,Maria S.,Pedro Santos,1,2,Valenzuela Branch  ,Valenzuela City,900.0,450.0,450.0,Partial,,
2025-002-SMVALZ,20250522-SMV-002,22-05-2025,02:13,2025/05/23,08:13 AM,Maria S.,Christine Joy,5,3,Valenzuela Branch,Valenzuela City,325.0,162.5,162.5,Partial,,6875.0
2025-003-SMVALZ,20250522-SMV-003,22-05-2025,03:08,2025/05/24,08:08 PM,Liza M.,Pedro Santos,4,4,Valenzuela Branch,Valenzuela City,1150.0,575.0,575.0,Partial,,
2025-004-SMVAL,20250522-SMV-004,22-05-2025,04:01,2025/05/23,01:01 PM,Maria S.,Christine Joy,3,5,Valenzuela Branch,Valenzuela City,450.0,225.0,225.0,Partial,,
2025-005-SMVAL,20250522-SMV-005,22-05-2025,09:27,2025/05/22,04:27 PM,Alex R.,Christine Joy,2,2,Valenzuela Branch,Valenzuela City,1625.0,812.5,812.5,Partial,Check packaging,
2025-001-SMGRA,20250522-VAL-001,22-05-2025,00:58,2025/05/22,02:58 AM,John D.,Pedro Santos,4,4,VAL,,575.0,287.5,287.5,Partial,,
2025-002-SMGR,20250522-VAL-002,22-05-2025,05:01,2025/05/23,04:01 AM,John D.,Mark Anthony,1,0,VAL,,527.1,263.55,263.55,Partial,,
2025-003-SMGRND,20250522-VAL-003,22-05-2025,07:23,2025/05/24,05:23 AM,Maria S.,Christine Joy,5,2,VAL,,1197.4,598.7,598.7,Partial,,
2025-004-SMGRND,20250522-VAL-004,22-05-2025,09:59,2025/05/25,09:59 AM,Liza M.,Juan Dela Cruz,1,0,VAL  ,,1548.04,774.02,774.02,Partial,,
2025-005-SMGR,20250522-VAL-005,22-05-2025,07:24,2025/05/22,06:24 AM,Liza M.,Anna Mae,4,3,VAL,,448.96,224.48,224.48,Partial,Check packaging,
2025-006-SMGR,20250522-VAL-006,22-05-2025,04:46,2025/05/23,02:46 AM,Liza M.,Christine Joy,2,4,VAL  ,,450.0,225.0,225.0,Partial,,6242.0
2025-001-SMGR,20250522-SMG-001,22-05-2025,09:59,2025/05/24,10:59 PM,John D.,Pedro Santos,2,0,SM Grand Branch,SM Grand Central,1131.0,565.5,565.5,Partial,,
2025-002-SMGRND,20250522-SMG-002,22-05-2025,09:54,2025/05/25,12:54 PM,Liza M.,Mark Anthony,3,1,SM Grand Branch,SM Grand Central,1150.0,575.0,575.0,Partial,,7442.0
2025-003-SMGR,20250522-SMG-003,22-05-2025,08:03,2025/05/25,11:03 AM,Alex R.,Anna Mae,2,5,SM Grand Branch,SM Grand Central,1750.0,875.0,875.0,Partial,,
